District ID,District Name,School ID,School Name,School Year,Percentage of Kindergarteners with PreK Experience,Number of K students
116,Putnam School District,3,Putnam Elementary School,2004-05,74.7,83
117,Redding School District,1,Redding Elementary School,2004-05,92.8,138
206,Regional School District 06,1,Goshen Center School,2004-05,96.2,26
206,Regional School District 06,2,James Morris School,2004-05,84.2,38
206,Regional School District 06,3,Warren Elementary School,2004-05,84.6,13
210,Regional School District 10,3,Harwinton Consolidated School,2004-05,68.1,91
210,Regional School District 10,2,Lake Garda Elementary School,2004-05,91.9,124
212,Regional School District 12,2,Booth Free School,2004-05,88.2,17
212,Regional School District 12,1,The Burnham School,2004-05,93.3,15
212,Regional School District 12,4,Washington Primary School,2004-05,90.3,31
213,Regional School District 13,1,Frederick Brewster School,2004-05,86.1,101
213,Regional School District 13,5,John Lyman School,2004-05,91.5,59
214,Regional School District 14,1,Bethlehem Elementary School,2004-05,87.8,49
214,Regional School District 14,2,Mitchell Elementary School,2004-05,90.8,98
215,Regional School District 15,4,Gainfield Elementary School,2004-05,75.7,74
215,Regional School District 15,7,Long Meadow Elementary School,2004-05,90,90
215,Regional School District 15,6,Middlebury Elementary School,2004-05,94.3,53
215,Regional School District 15,5,Pomperaug School,2004-05,96.2,79
216,Regional School District 16,3,Algonquin School,2004-05,92.3,117
216,Regional School District 16,1,Laurel Ledge School,2004-05,70.2,84
217,Regional School District 17,2,Burr District Elementary School,2004-05,97.2,36
217,Regional School District 17,1,Haddam Elementary School,2004-05,88.1,42
217,Regional School District 17,3,Killingworth Elementary School,2004-05,95.7,93
218,Regional School District 18,1,Lyme Consolidated School,2004-05,88.6,35
218,Regional School District 18,2,Mile Creek School,2004-05,83.5,91
118,Ridgefield School District,8,Barlow Mountain Elementary School,2004-05,83.6,67
118,Ridgefield School District,6,Branchville Elementary School,2004-05,93.5,62
118,Ridgefield School District,4,Farmingville Elementary School,2004-05,83.3,60
118,Ridgefield School District,3,Ridgebury Elementary School,2004-05,83.8,74
118,Ridgefield School District,5,Scotland Elementary School,2004-05,95.1,61
118,Ridgefield School District,2,Veterans Park Elementary School,2004-05,83,47
119,Rocky Hill School District,2,Dr. Oran A. Moser School,2004-05,75,36
119,Rocky Hill School District,4,Myrtle H. Stevens School,2004-05,64.3,56
119,Rocky Hill School District,5,West Hill School,2004-05,94.8,96
121,Salem School District,1,Salem Elementary School,2004-05,87.9,33
122,Salisbury School District,1,Salisbury Central School,2004-05,48.6,37
123,Scotland School District,1,Scotland Elementary School,2004-05,83.3,18
124,Seymour School District,3,Anna L. Lopresti School,2004-05,40,45
124,Seymour School District,1,Bungay School,2004-05,86.8,76
124,Seymour School District,4,Paul Chatfield School,2004-05,83.7,43
125,Sharon School District,1,Sharon Center School,2004-05,47.8,23
126,Shelton School District,10,Booth Hill School,2004-05,88.6,70
126,Shelton School District,4,Lafayette School,2004-05,63,46
126,Shelton School District,8,Long Hill School,2004-05,88.9,81
126,Shelton School District,9,Mohegan School,2004-05,90.9,88
126,Shelton School District,6,Sunnyside School,2004-05,92.7,109
127,Sherman School District,1,Sherman School,2004-05,86.7,45
270,Side By Side Community School District,1,Side By Side Community School,2004-05,100,22
128,Simsbury School District,1,Central School,2004-05,96.4,83
128,Simsbury School District,6,Latimer Lane School,2004-05,93.9,82
128,Simsbury School District,7,Squadron Line School,2004-05,88.9,108
128,Simsbury School District,4,Tootin' Hills School,2004-05,96.6,59
129,Somers School District,4,Somers Elementary School,2004-05,81.4,97
132,South Windsor School District,7,Eli Terry School,2004-05,91.5,59
132,South Windsor School District,6,Orchard Hill School,2004-05,100,57
132,South Windsor School District,1,Philip R. Smith School,2004-05,92.1,63
132,South Windsor School District,2,Pleasant Valley School,2004-05,89.7,68
132,South Windsor School District,4,Wapping Elementary School,2004-05,83,53
131,Southington School District,15,Derynoski Elementary School,2004-05,85.2,115
131,Southington School District,13,Flanders School,2004-05,85.2,54
131,Southington School District,2,Hatton School,2004-05,94,50
131,Southington School District,6,Plantsville School at North Center,2004-05,92.3,39
131,Southington School District,7,South End School,2004-05,90.6,32
131,Southington School District,8,Strong School,2004-05,87.7,81
131,Southington School District,9,Thalberg School,2004-05,88.9,36
131,Southington School District,14,Urbin T. Kelley School,2004-05,100,74
133,Sprague School District,1,Sayles School,2004-05,75,32
134,Stafford School District,1,Borough Elementary School,2004-05,90.9,33
134,Stafford School District,3,Staffordville School,2004-05,62.3,53
134,Stafford School District,4,West Stafford School,2004-05,73.3,60
135,Stamford School District,20,Davenport Ridge School,2004-05,86.5,74
135,Stamford School District,22,Hart School,2004-05,75.5,94
135,Stamford School District,12,Julia A. Stark School,2004-05,78.2,119
135,Stamford School District,5,K. T. Murphy School,2004-05,80.8,78
135,Stamford School District,6,Newfield School,2004-05,87.1,139
135,Stamford School District,18,Northeast School,2004-05,80.8,125
135,Stamford School District,8,Rogers International School,2004-05,71.6,81
135,Stamford School District,9,Roxbury School,2004-05,62.8,129
135,Stamford School District,11,Springdale School,2004-05,99,97
135,Stamford School District,21,Stillmeadow School,2004-05,83.8,111
135,Stamford School District,19,Toquam Magnet School,2004-05,83.8,80
135,Stamford School District,14,Westover School,2004-05,78.1,137
136,Sterling School District,2,Sterling Memorial School,2004-05,92.7,41
137,Stonington School District,5,Deans Mill School,2004-05,67.4,86
137,Stonington School District,6,West Vine Street School,2004-05,61.8,89
138,Stratford School District,2,Center School,2004-05,57.4,54
138,Stratford School District,3,Chapel School,2004-05,83.2,101
138,Stratford School District,13,Eli Whitney School,2004-05,100,70
138,Stratford School District,4,Franklin School,2004-05,78.6,42
138,Stratford School District,8,Lordship School,2004-05,84.2,38
138,Stratford School District,9,Nichols School,2004-05,61,41
138,Stratford School District,10,Second Hill Lane School,2004-05,77,87
138,Stratford School District,15,Stratford Academy - Johnson House,2004-05,80.8,73
138,Stratford School District,14,Wilcoxson School,2004-05,90,50
139,Suffield School District,4,A. Ward Spaulding School,2004-05,79.9,149
140,Thomaston School District,1,Black Rock School,2004-05,72.3,83
141,Thompson School District,1,Mary R. Fisher Elementary School,2004-05,73.3,101
142,Tolland School District,1,Birch Grove Primary School,2004-05,58.2,244
143,Torrington School District,1,East School,2004-05,81.7,93
143,Torrington School District,2,Forbes School,2004-05,77.6,76
143,Torrington School District,8,Southwest School,2004-05,74.3,35
143,Torrington School District,9,Torringford School,2004-05,83.3,84
143,Torrington School District,13,Vogel-Wetmore School,2004-05,72.5,91
144,Trumbull School District,1,Booth Hill School,2004-05,82.9,82
144,Trumbull School District,8,Daniels Farm School,2004-05,97.2,72
144,Trumbull School District,10,Frenchtown Elementary School,2004-05,67,91
144,Trumbull School District,4,Jane Ryan School,2004-05,98.6,74
144,Trumbull School District,3,Middlebrook School,2004-05,94,84
144,Trumbull School District,9,Tashua School,2004-05,81.5,54
145,Union School District,1,Union Elementary School,2004-05,100,7
146,Vernon School District,14,Center Road School,2004-05,85.2,88
146,Vernon School District,1,Lake Street School,2004-05,90.7,43
146,Vernon School District,2,Maple Street School,2004-05,73.2,56
146,Vernon School District,3,Northeast School,2004-05,66.7,63
146,Vernon School District,10,Skinner Road School,2004-05,80.7,57
147,Voluntown School District,1,Voluntown Elementary School,2004-05,96.7,30
148,Wallingford School District,10,Cook Hill School,2004-05,76.4,55
148,Wallingford School District,9,Evarts C. Stevens School,2004-05,80.6,62
148,Wallingford School District,2,Highland School,2004-05,83.9,56
148,Wallingford School District,1,Moses Y. Beach School,2004-05,76.9,52
148,Wallingford School District,3,Parker Farms School,2004-05,77,61
148,Wallingford School District,12,Pond Hill School,2004-05,85.4,41
148,Wallingford School District,4,Rock Hill School,2004-05,81.8,44
148,Wallingford School District,8,Yalesville School,2004-05,87.8,74
151,Waterbury School District,21,B. W. Tinker School,2004-05,69.9,93
151,Waterbury School District,3,Barnard School,2004-05,62.2,37
151,Waterbury School District,10,Brooklyn Elementary School,2004-05,67.6,34
151,Waterbury School District,5,Bucks Hill School,2004-05,77.4,115
151,Waterbury School District,6,Bunker Hill School,2004-05,69.6,92
151,Waterbury School District,27,Carrington School,2004-05,48.8,82
151,Waterbury School District,9,Driggs School,2004-05,49.1,112
151,Waterbury School District,14,F. J. Kingsbury School,2004-05,38.6,70
151,Waterbury School District,26,Gilmartin School,2004-05,54.1,74
151,Waterbury School District,7,H. S. Chase School,2004-05,48.1,106
151,Waterbury School District,13,Hopeville School,2004-05,35.1,94
151,Waterbury School District,31,Maloney Interdistrict Magnet School,2004-05,76.1,92
151,Waterbury School District,11,Margaret M. Generali Elementary School,2004-05,59.1,110
151,Waterbury School District,28,Regan School,2004-05,100,38
151,Waterbury School District,33,Rotella Interdistrict Magnet School,2004-05,88.9,90
151,Waterbury School District,20,Sprague School,2004-05,59.2,71
151,Waterbury School District,22,Walsh School,2004-05,28.3,127
151,Waterbury School District,23,Washington School,2004-05,53.6,56
151,Waterbury School District,8,Wendell L. Cross School,2004-05,43.3,60
151,Waterbury School District,32,Woodrow Wilson School,2004-05,46,126
152,Waterford School District,1,Cohanzie Elementary School,2004-05,82,50
152,Waterford School District,2,Great Neck Elementary School,2004-05,91.2,34
152,Waterford School District,6,Oswegatchie Elementary School,2004-05,78.8,52
152,Waterford School District,7,Quaker Hill Elementary School,2004-05,78.4,37
152,Waterford School District,5,Southwest Elementary School,2004-05,93.1,29
153,Watertown School District,2,John Trumbull Primary School,2004-05,81.6,244
155,West Hartford School District,16,Aiken School,2004-05,92.3,65
155,West Hartford School District,2,Braeburn School,2004-05,93.7,63
155,West Hartford School District,4,Bugbee School,2004-05,98.2,55
155,West Hartford School District,5,Charter Oak Academy,2004-05,70.4,54
155,West Hartford School District,6,Duffy School,2004-05,100,83
155,West Hartford School District,9,Morley School,2004-05,98.4,62
155,West Hartford School District,10,Norfeldt School,2004-05,70.4,81
155,West Hartford School District,17,Smith School,2004-05,60.4,48
155,West Hartford School District,12,Webster Hill School,2004-05,74.4,82
155,West Hartford School District,13,Whiting Lane School,2004-05,80.4,51
155,West Hartford School District,15,Wolcott School,2004-05,55.1,69
156,West Haven School District,8,Alma E. Pagels School,2004-05,84.4,64
156,West Haven School District,13,Anna V. Molloy School,2004-05,52.5,61
156,West Haven School District,10,Clarence E. Thompson School,2004-05,46.5,71
156,West Haven School District,6,Edith E. Mackrille School,2004-05,65.5,55
156,West Haven School District,3,Forest School,2004-05,70.8,89
156,West Haven School District,14,Savin Rock Community School,2004-05,72.3,83
156,West Haven School District,4,Seth G. Haley School,2004-05,90.2,82
156,West Haven School District,12,Washington School,2004-05,65.6,61
154,Westbrook School District,2,Daisy Ingraham School,2004-05,92.1,76
157,Weston School District,1,Hurlbutt Elementary School,2004-05,96.7,184
158,Westport School District,3,Coleytown Elementary School,2004-05,100,65
158,Westport School District,4,Green's Farms School,2004-05,100,78
158,Westport School District,5,King's Highway Elementary School,2004-05,100,74
158,Westport School District,7,Long Lots School,2004-05,100,82
158,Westport School District,8,Saugatuck Elementary School,2004-05,100,76
159,Wethersfield School District,8,Alfred W. Hanmer School,2004-05,73.3,30
159,Wethersfield School District,10,Charles Wright School,2004-05,81.8,33
159,Wethersfield School District,2,Emerson-Williams School,2004-05,83.3,132
159,Wethersfield School District,11,Highcrest School,2004-05,88.2,34
160,Willington School District,1,Center School,2004-05,78.8,52
161,Wilton School District,6,Ina E. Driscoll School,2004-05,100,156
161,Wilton School District,5,Miller-Driscoll School,2004-05,99.3,151
162,Winchester School District,4,Batcheller Early Education Center,2004-05,76.8,56
162,Winchester School District,2,Mary P. Hinsdale School,2004-05,62.5,64
163,Windham School District,1,Natchaug School,2004-05,78.6,98
163,Windham School District,3,North Windham School,2004-05,75,64
163,Windham School District,6,W. B. Sweeney School,2004-05,73.6,72
163,Windham School District,5,Windham Center School,2004-05,76.1,46
165,Windsor Locks School District,1,North Street School,2004-05,72,132
164,Windsor School District,10,Roger Wolcott Early Child Center,2004-05,83.6,250
166,Wolcott School District,6,Alcott School,2004-05,69.8,53
166,Wolcott School District,2,Frisbie School,2004-05,76.6,64
166,Wolcott School District,5,Wakelee School,2004-05,82.1,84
167,Woodbridge School District,1,Beecher Road Primary School,2004-05,95.7,94
169,Woodstock School District,2,Woodstock Elementary School,2004-05,68.5,92
1,Andover School District,1,Andover Elementary School,2003-04,64.8,54
2,Ansonia School District,8,Prendergast School,2003-04,73.9,224
244,Area Cooperative Educational Services,3,Wintergreen Interdistrict Magnet School,2003-04,81.3,63
3,Ashford School District,1,Ashford School,2003-04,80.6,61
4,Avon School District,4,Pine Grove School,2003-04,100,104
4,Avon School District,3,Roaring Brook School,2003-04,82.8,115
5,Barkhamsted School District,1,Barkhamsted Elementary School,2003-04,85,40
7,Berlin School District,4,Emma Hart Willard School,2003-04,89.3,84
7,Berlin School District,5,Mary E. Griswold School,2003-04,92.5,106
7,Berlin School District,1,Richard D. Hubbard School,2003-04,97.9,46
8,Bethany School District,1,Bethany Community School,2003-04,87.3,79
9,Bethel School District,4,Anna H. Rockwell School,2003-04,84.9,106
9,Bethel School District,1,Frank A. Berry School,2003-04,84.9,105
11,Bloomfield School District,3,J. P. Vincent School,2003-04,81.3,64
11,Bloomfield School District,6,Laurel School,2003-04,85.7,49
11,Bloomfield School District,5,Metacomet School,2003-04,72.5,51
12,Bolton School District,1,Bolton Center School,2003-04,90.6,53
13,Bozrah School District,1,Fields Memorial School,2003-04,71.4,21
14,Branford School District,16,John B. Sliney School,2003-04,72.2,53
14,Branford School District,15,Mary R. Tisko School,2003-04,94.8,96
14,Branford School District,14,Mary T. Murphy School,2003-04,71.4,96
15,Bridgeport School District,1,Barnum School,2003-04,55.2,29
15,Bridgeport School District,2,Beardsley School,2003-04,37.2,84
15,Bridgeport School District,3,Black Rock School,2003-04,80,33
15,Bridgeport School District,40,Blackham School,2003-04,60.9,63
15,Bridgeport School District,4,Bryant School,2003-04,63.9,75
15,Bridgeport School District,14,Cesar Batalla School,2003-04,56,95
15,Bridgeport School District,21,Classical Studies Academy,2003-04,74.5,50
15,Bridgeport School District,5,Columbus School,2003-04,51.7,109
15,Bridgeport School District,39,Cross School,2003-04,68.4,34
15,Bridgeport School District,42,Curiale School,2003-04,62.1,29
15,Bridgeport School District,41,Dunbar School,2003-04,62.9,35
15,Bridgeport School District,7,Edison School,2003-04,84,46
15,Bridgeport School District,9,Garfield School,2003-04,37.5,48
15,Bridgeport School District,32,Geraldine Johnson School,2003-04,35.6,52
15,Bridgeport School District,11,Hall School,2003-04,62.1,28
15,Bridgeport School District,12,Hallen School,2003-04,64.8,70
15,Bridgeport School District,45,High Horizons Magnet School,2003-04,80.4,51
15,Bridgeport School District,13,Hooker School,2003-04,80.9,46
15,Bridgeport School District,22,Jettie S. Tisdale School,2003-04,93.8,48
15,Bridgeport School District,19,Longfellow School,2003-04,98.4,54
15,Bridgeport School District,10,Luis Munoz Marin School,2003-04,47.7,43
15,Bridgeport School District,20,Madison School,2003-04,73.6,86
15,Bridgeport School District,43,Maplewood Annex,2003-04,62.3,52
15,Bridgeport School District,46,Multicultural Magnet School,2003-04,92.7,41
15,Bridgeport School District,23,Newfield School,2003-04,80,40
15,Bridgeport School District,17,Park City Magnet School,2003-04,70.6,51
15,Bridgeport School District,25,Read School,2003-04,39.8,68
15,Bridgeport School District,26,Roosevelt School,2003-04,60.9,96
15,Bridgeport School District,44,Skane Center,2003-04,57.7,70
15,Bridgeport School District,30,Waltersville School,2003-04,68,147
15,Bridgeport School District,36,Winthrop School,2003-04,75,60
17,Bristol School District,7,Clara T. O Connell School,2003-04,70.3,70
17,Bristol School District,1,Clarence A. Bingham School,2003-04,80.9,44
17,Bristol School District,3,Edgewood School,2003-04,83.3,70
17,Bristol School District,14,Ellen P. Hubbell School,2003-04,90.8,63
17,Bristol School District,5,Greene-Hills School,2003-04,83.3,60
17,Bristol School District,19,Ivy Drive School,2003-04,95,59
17,Bristol School District,6,John J. Jennings School,2003-04,87.7,56
17,Bristol School District,17,Mountain View School,2003-04,91.2,55
17,Bristol School District,11,South Side School,2003-04,60.5,84
17,Bristol School District,12,Stafford School,2003-04,83.6,67
18,Brookfield School District,3,Center Elementary School,2003-04,80.2,191
19,Brooklyn School District,1,Brooklyn Elementary School,2003-04,75.5,94
21,Canaan School District,1,Lee H. Kellogg School,2003-04,77.8,9
22,Canterbury School District,2,Canterbury Elementary School,2003-04,73.7,57
23,Canton School District,2,Cherry Brook Primary School,2003-04,93.8,112
241,Capitol Region Education Council,1,East Hartford/Glastonbury Magnet School,2003-04,95,40
241,Capitol Region Education Council,31,Montessori Magnet School,2003-04,81.8,55
241,Capitol Region Education Council,2,University of Hartford Multiple Intelligences Magnet School,2003-04,86.7,60
24,Chaplin School District,2,Chaplin Elementary School,2003-04,69.6,23
25,Cheshire School District,2,Darcey School,2003-04,97.9,328
26,Chester School District,1,Chester Elementary School,2003-04,98,50
27,Clinton School District,3,Lewin G. Joel Jr. School,2003-04,70.1,166
28,Colchester School District,2,Jack Jackter Intermediate School,2003-04,78.9,224
29,Colebrook School District,1,Colebrook Consolidated School,2003-04,100,14
30,Columbia School District,1,Horace W. Porter School,2003-04,73.8,59
243,Cooperative Educational Services,1,Six-Six Magnet School,2003-04,95.7,46
31,Cornwall School District,1,Cornwall Consolidated School,2003-04,92.3,13
32,Coventry School District,2,Coventry Grammar School,2003-04,41.2,145
33,Cromwell School District,2,Edna C. Stevens School,2003-04,78.8,155
34,Danbury School District,14,Ellsworth Avenue School,2003-04,74,50
34,Danbury School District,11,Great Plain School,2003-04,84.9,53
34,Danbury School District,2,Hayestown Avenue School,2003-04,79.6,54
34,Danbury School District,13,King Street Primary School,2003-04,87.8,90
34,Danbury School District,5,Mill Ridge Primary School,2003-04,91.1,90
34,Danbury School District,6,Morris Street School,2003-04,87,46
34,Danbury School District,8,Park Avenue School,2003-04,60.3,68
34,Danbury School District,15,Pembroke School,2003-04,76.7,43
34,Danbury School District,12,Shelter Rock School,2003-04,76.1,46
34,Danbury School District,10,South Street School,2003-04,60.4,53
34,Danbury School District,16,Stadley Rough School,2003-04,88.2,68
35,Darien School District,2,Hindley Elementary School,2003-04,100,95
35,Darien School District,7,Holmes Elementary School,2003-04,98.9,95
35,Darien School District,13,Ox Ridge Elementary School,2003-04,98.8,85
35,Darien School District,5,Royle Elementary School,2003-04,100,63
35,Darien School District,6,Tokeneke Elementary School,2003-04,92.6,68
36,Deep River School District,1,Deep River Elementary School,2003-04,81.5,54
37,Derby School District,6,Bradley School,2003-04,70.8,48
37,Derby School District,4,Irving School,2003-04,63.3,49
40,East Granby School District,1,Allgrove School,2003-04,94.2,67
41,East Haddam School District,1,East Haddam Elementary School,2003-04,70.7,92
42,East Hampton School District,1,Memorial School,2003-04,82.1,179
43,East Hartford School District,9,Anna E. Norris School,2003-04,54.9,50
43,East Hartford School District,6,Dr. Franklin H. Mayberry School,2003-04,66.7,80
43,East Hartford School District,22,Dr. John A. Langford School,2003-04,66,53
43,East Hartford School District,10,Dr. Thomas S. O'Connell School,2003-04,14.3,41
43,East Hartford School District,20,Governor William Pitkin School,2003-04,73.9,41
43,East Hartford School District,5,Hockanum School,2003-04,62.7,51
43,East Hartford School District,4,Joseph O. Goodwin School,2003-04,30.2,53
43,East Hartford School District,18,Robert J. O'Brien School,2003-04,32.4,68
43,East Hartford School District,12,Silver Lane School,2003-04,41.3,75
44,East Haven School District,19,Hays School,2003-04,74.2,153
44,East Haven School District,18,Overbrook Elementary School,2003-04,78,109
45,East Lyme School District,1,Flanders School,2003-04,82.9,66
45,East Lyme School District,4,Lillie B. Haynes School,2003-04,100,32
45,East Lyme School District,2,Niantic Center School,2003-04,87.3,55
47,East Windsor School District,1,Broad Brook Elementary School,2003-04,48.8,125
39,Eastford School District,1,Eastford Elementary School,2003-04,72.7,11
46,Easton School District,1,Samuel Staples Elementary School,2003-04,100,114
48,Ellington School District,1,Center School,2003-04,66.7,42
48,Ellington School District,2,Crystal Lake School,2003-04,90.3,31
48,Ellington School District,6,Windermere School,2003-04,91.7,84
49,Enfield School District,13,Edgar H. Parkman School,2003-04,91.7,60
49,Enfield School District,16,Eli Whitney School,2003-04,66.7,51
49,Enfield School District,2,Enfield Street School,2003-04,80,39
49,Enfield School District,12,Harriet Beecher Stowe School,2003-04,75.7,37
49,Enfield School District,4,Hazardville Memorial School,2003-04,63,54
49,Enfield School District,18,Henry Barnard School,2003-04,50.7,71
49,Enfield School District,11,Nathan Hale School,2003-04,67.5,40
49,Enfield School District,15,Prudence Crandall School,2003-04,90,59
49,Enfield School District,17,Thomas G. Alcorn School,2003-04,55.3,36
50,Essex School District,1,Essex Elementary School,2003-04,95.3,64
51,Fairfield School District,1,Dwight Elementary School,2003-04,96.4,83
51,Fairfield School District,4,Holland Hill School,2003-04,94.9,59
51,Fairfield School District,17,Jennings School,2003-04,100,61
51,Fairfield School District,6,McKinley School,2003-04,54.9,71
51,Fairfield School District,7,Mill Hill School,2003-04,91.4,93
51,Fairfield School District,16,North Stratfield School,2003-04,98.7,79
51,Fairfield School District,18,Osborn Hill School,2003-04,98.1,106
51,Fairfield School District,12,Riverfield School,2003-04,98.6,73
51,Fairfield School District,13,Sherman School,2003-04,98.6,70
51,Fairfield School District,14,Stratfield School,2003-04,96.9,96
52,Farmington School District,4,East Farms School,2003-04,94.9,78
52,Farmington School District,2,Noah Wallace School,2003-04,91,77
52,Farmington School District,1,Union School,2003-04,86.8,68
52,Farmington School District,3,West District School,2003-04,87.5,56
53,Franklin School District,1,Franklin Elementary School,2003-04,82.4,17
54,Glastonbury School District,2,Buttonball Lane School,2003-04,90.8,130
54,Glastonbury School District,3,Eastbury School,2003-04,98.8,86
54,Glastonbury School District,4,Hebron Avenue School,2003-04,91.9,99
54,Glastonbury School District,6,Hopewell School,2003-04,96.2,131
54,Glastonbury School District,7,Naubuc School,2003-04,83.6,67
56,Granby School District,1,Frank M. Kearns Primary School,2003-04,88.4,170
57,Greenwich School District,2,Cos Cob School,2003-04,100,71
57,Greenwich School District,4,Glenville School,2003-04,90.9,77
57,Greenwich School District,5,Hamilton Avenue School,2003-04,96.6,58
57,Greenwich School District,13,International School At Dundee,2003-04,100,39
57,Greenwich School District,3,Julian Curtiss School,2003-04,93.8,64
57,Greenwich School District,6,New Lebanon School,2003-04,90.9,44
57,Greenwich School District,7,North Mianus School,2003-04,95.7,92
57,Greenwich School District,8,North Street School,2003-04,100,81
57,Greenwich School District,9,Old Greenwich School,2003-04,98.6,72
57,Greenwich School District,11,Parkway School,2003-04,100,59
57,Greenwich School District,10,Riverside School,2003-04,100,100
58,Griswold School District,3,Griswold Elementary School,2003-04,77.1,131
59,Groton School District,18,Charles Barnum School,2003-04,72.5,69
59,Groton School District,3,Claude Chester School,2003-04,80,64
59,Groton School District,4,Colonel Ledyard School,2003-04,75,41
59,Groton School District,5,Eastern Point School,2003-04,31.5,71
59,Groton School District,17,Mary Morrisson School,2003-04,27.4,73
59,Groton School District,9,Noank School,2003-04,88.9,45
59,Groton School District,12,Pleasant Valley School,2003-04,73.7,57
59,Groton School District,1,S. B. Butler School,2003-04,71.7,60
60,Guilford School District,6,A. W. Cox School,2003-04,78.8,66
60,Guilford School District,4,Calvin Leete School,2003-04,89.6,48
60,Guilford School District,2,Guilford Lakes School,2003-04,100,83
60,Guilford School District,3,Melissa Jones School,2003-04,88.4,69
62,Hamden School District,8,Alice Peck School,2003-04,69.6,23
62,Hamden School District,12,Bear Path School,2003-04,66,50
62,Hamden School District,2,Church Street School,2003-04,78.4,35
62,Hamden School District,3,Dunbar Hill School,2003-04,42.9,55
62,Hamden School District,4,Helen Street School,2003-04,51.8,56
62,Hamden School District,11,Ridge Hill School,2003-04,91.7,34
62,Hamden School District,1,Shepherd Glen School,2003-04,60.4,53
62,Hamden School District,10,Spring Glen School,2003-04,53.1,49
62,Hamden School District,14,West Woods School,2003-04,56.9,51
63,Hampton School District,1,Hampton Elementary School,2003-04,92.9,14
64,Hartford School District,1,Americas Choice at SAND,2003-04,83.6,61
64,Hartford School District,7,Asian Studies School at Dwight/Belizzi School,2003-04,24.4,118
64,Hartford School District,3,Barnard-Brown School,2003-04,50.8,63
64,Hartford School District,4,Batchelder School,2003-04,60,64
64,Hartford School District,33,Breakthrough Magnet School,2003-04,100,20
64,Hartford School District,6,Burns Latino Studies Academy,2003-04,25.8,92
64,Hartford School District,23,Burr School,2003-04,43.5,58
64,Hartford School District,24,Clark School,2003-04,79.7,69
64,Hartford School District,28,Dr. Ramon E. Betances Early Reading Lab School,2003-04,32.5,76
64,Hartford School District,9,Hooker School,2003-04,60.8,49
64,Hartford School District,10,Kennelly School,2003-04,27.6,87
64,Hartford School District,11,Kinsella Magnet School,2003-04,28.7,87
64,Hartford School District,8,M. D. Fox ComPACT School,2003-04,54.5,143
64,Hartford School District,16,M. L. King School,2003-04,20,120
64,Hartford School District,12,McDonough School,2003-04,23.2,69
64,Hartford School District,19,Milner Core Knowledge School,2003-04,20.2,93
64,Hartford School District,32,Moylan School,2003-04,68.8,76
64,Hartford School District,14,Naylor School,2003-04,25.5,54
64,Hartford School District,20,Noah Webster Micro Society School,2003-04,43.7,70
64,Hartford School District,15,Parkville Community School,2003-04,74.2,87
64,Hartford School District,30,Sanchez School,2003-04,68.1,94
64,Hartford School District,17,Sarah J. Rawson Elementary School,2003-04,36.7,49
64,Hartford School District,26,Simpson-Waverly School,2003-04,21.7,69
64,Hartford School District,25,STEM Magnet School at Annie-Fisher School,2003-04,50,83
64,Hartford School District,18,Twain School,2003-04,68.7,67
64,Hartford School District,21,West Middle School,2003-04,61.7,127
64,Hartford School District,22,Wish School,2003-04,15.8,76
65,Hartland School District,1,Hartland School,2003-04,64.3,28
67,Hebron School District,2,Gilead Hill School,2003-04,94.1,152
277,Highville Mustard Seed Charter School District,1,Highville Mustard Seed Charter School,2003-04,64.9,36
264,Integrated Day Charter School District,1,Integrated Day Charter School,2003-04,90.9,19
261,Jumoke Academy District,1,Jumoke Academy,2003-04,64.3,42
68,Kent School District,1,Kent Center School,2003-04,96.6,29
69,Killingly School District,1,Killingly Central School,2003-04,59.1,88
69,Killingly School District,3,Killingly Memorial School,2003-04,74.2,132
245,Learn,1,Multicultural Magnet School,2003-04,66.3,104
71,Lebanon School District,1,Lebanon Elementary School,2003-04,65.9,88
72,Ledyard School District,2,Gales Ferry School,2003-04,82.4,90
72,Ledyard School District,4,Gallup Hill School,2003-04,71.7,45
72,Ledyard School District,1,Ledyard Center School,2003-04,75.5,53
73,Lisbon School District,1,Lisbon Central School,2003-04,95.2,62
74,Litchfield School District,2,Center School,2003-04,63.3,89
76,Madison School District,5,Town Campus Kindergarten Center,2003-04,94.9,235
77,Manchester School District,1,Bowers School,2003-04,60.4,53
77,Manchester School District,3,Buckley School,2003-04,55.4,56
77,Manchester School District,4,Highland Park School,2003-04,75,44
77,Manchester School District,6,Keeney School,2003-04,88.9,52
77,Manchester School District,16,Martin School,2003-04,85.3,34
77,Manchester School District,9,Nathan Hale School,2003-04,83.3,54
77,Manchester School District,10,Robertson School,2003-04,38.1,84
77,Manchester School District,12,Verplanck School,2003-04,33.3,51
77,Manchester School District,13,Waddell School,2003-04,30.9,55
77,Manchester School District,14,Washington School,2003-04,50,61
78,Mansfield School District,4,Annie E. Vinton School,2003-04,76.5,34
78,Mansfield School District,2,Dorothy C. Goodwin School,2003-04,67.6,34
78,Mansfield School District,5,Southeast Elementary School,2003-04,85.3,34
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,2003-04,89.7,77
80,Meriden School District,1,Benjamin Franklin School,2003-04,85.7,63
80,Meriden School District,11,Casimir Pulaski School,2003-04,81.2,116
80,Meriden School District,3,Hanover School,2003-04,86.4,66
80,Meriden School District,4,Israel Putnam School,2003-04,85.6,90
80,Meriden School District,5,John Barry School,2003-04,81.8,99
